icao,flight,squawk,category,emergency,manufacturer,registration,model,owner,rating,altitude,alt_geom,baro_rate,geom_rate,speed,ias,tas,mach,track,track_rate,mag_heading,true_heading,nav_heading,nav_altitude_fms,nav_altitude_mcp,nav_qnh,nav_modes,roll,oat,tat,wd,ws,rssi,seen,seen_pos,messages,lat,lon,location_history,first_seen,last_seen
A8F00E,UAL941,6016,A5,-,Boeing,N675UA,767 322ER W,United Airlines,10,21025,22375,64,192,412.1,318,-,0.704,284.47,-,281.43,282.07,-,-,-,-,-,-,-,-,-,-,-34.4,9.1,13.307,1498,51.696958,-1.902847,"{'1782056345.269030': [51.647008, -1.592407], '1782056346.339076': [51.647008, -1.592407], '1782056347.348562': [51.647008, -1.592407], '1782056348.356278': [51.647008, -1.592407], '1782056349.370113': [51.647008, -1.592407], '1782056350.378298': [51.647008, -1.592407], '1782056351.386136': [51.647008, -1.592407], '1782056352.395038': [51.647008, -1.592407], '1782056353.403403': [51.647008, -1.592407], '1782056354.410989': [51.647008, -1.592407], '1782056355.418760': [51.651617, -1.62117], '1782056356.426884': [51.651617, -1.62117], '1782056357.434416': [51.651617, -1.62117], '1782056358.442035': [51.651617, -1.62117], '1782056359.450144': [51.651617, -1.62117], '1782056360.458713': [51.651617, -1.62117], '1782056361.466919': [51.651617, -1.62117], '1782056362.474337': [51.651617, -1.62117], '1782056363.481745': [51.651617, -1.62117], '1782056364.489605': [51.651617, -1.62117], '1782056365.498075': [51.651617, -1.62117], '1782056366.505764': [51.651617, -1.62117], '1782056367.520483': [51.651617, -1.62117], '1782056368.528878': [51.651617, -1.62117], '1782056369.536603': [51.651617, -1.62117], '1782056370.545057': [51.651617, -1.62117], '1782056371.559079': [51.651617, -1.62117], '1782056372.567899': [51.651617, -1.62117], '1782056373.576837': [51.651617, -1.62117], '1782056374.585786': [51.651617, -1.62117], '1782056375.917541': [51.651617, -1.62117], '1782056376.940053': [51.651617, -1.62117], '1782056377.949540': [51.651617, -1.62117], '1782056378.959404': [51.651617, -1.62117], '1782056379.967949': [51.651617, -1.62117], '1782056380.977298': [51.651617, -1.62117], '1782056381.991180': [51.651617, -1.62117], '1782056382.999824': [51.651617, -1.62117], '1782056384.015378': [51.651617, -1.62117], '1782056385.024369': [51.651617, -1.62117], '1782056386.032969': [51.651617, -1.62117], '1782056387.047485': [51.651617, -1.62117], '1782056388.057555': [51.651617, -1.62117], '1782056389.080311': [51.651617, -1.62117], '1782056390.089311': [51.651617, -1.62117], '1782056391.114549': [51.651617, -1.62117], '1782056392.123641': [51.651617, -1.62117], '1782056393.149132': [51.651617, -1.62117], '1782056394.159859': [51.651617, -1.62117], '1782056395.168369': [51.651617, -1.62117], '1782056396.181863': [51.651617, -1.62117], '1782056397.192595': [51.651617, -1.62117], '1782056398.201335': [51.651617, -1.62117], '1782056399.220080': [51.651617, -1.62117], '1782056400.229110': [51.651617, -1.62117], '1782056401.237901': [51.651617, -1.62117], '1782056402.246383': [51.651617, -1.62117], '1782056403.257138': [51.651617, -1.62117], '1782056404.266103': [51.651617, -1.62117], '1782056405.274609': [51.651617, -1.62117], '1782056406.761641': [51.651617, -1.62117], '1782056407.770456': [51.651617, -1.62117], '1782056408.779079': [51.651617, -1.62117], '1782056409.793625': [51.651617, -1.62117], '1782056410.803887': [51.651617, -1.62117], '1782056411.812586': [51.651617, -1.62117], '1782056412.838214': [51.651617, -1.62117], '1782056413.847185': [51.651617, -1.62117], '1782056414.862641': [51.651617, -1.62117], '1782056415.871613': [51.651617, -1.62117], '1782056452.424553': [51.696958, -1.902847], '1782056453.433371': [51.696958, -1.902847], '1782056454.442316': [51.696958, -1.902847], '1782056455.451332': [51.696958, -1.902847], '1782056456.460164': [51.696958, -1.902847], '1782056457.469265': [51.696958, -1.902847], '1782056458.486412': [51.696958, -1.902847], '1782056459.496203': [51.696958, -1.902847], '1782056460.505806': [51.696958, -1.902847], '1782056461.517138': [51.696958, -1.902847], '1782056462.527714': [51.696958, -1.902847], '1782056463.537082': [51.696958, -1.902847], '1782056464.546151': [51.696958, -1.902847], '1782056465.554952': [51.696958, -1.902847]}",2026-06-21 16:40:05,2026-06-21 16:41:05
